token,n,logprob
dalileh,66.0,-6.861028892847968
consults,9.0,-8.853459057538174
calendly.com,106.0,-6.387244540762326
wan,12.0,-8.565776985086394
ds.html,6.0,-9.25892416564634
vetting,17.0,-8.217470290818177
tienes,101.0,-6.4355631180331345
elodie,8.0,-8.971242093194558
houston,51.0,-7.118858002150068
latino,9.0,-8.853459057538174
fana.baqa787,11.0,-8.652788362076024
medias,24.0,-7.872629804526448
demographics,108.0,-6.368552407750174
"5,000,000",8.0,-8.971242093194558
traineeship,9.0,-8.853459057538174
convert,202.0,-5.742415937473189
alu,8.0,-8.971242093194558
atif,19.0,-8.106244655707954
465,18.0,-8.160311876978229
wearing,63.0,-6.907548908482861
faq,8.0,-8.971242093194558
judy,88.0,-6.573346820396187
sustaining,50.0,-7.138660629446248
tenant,33.0,-7.5541760734079135
mae,15.0,-8.342633433772184
susan,73.0,-6.760224193726002
cox.net,15.0,-8.342633433772184
inconvenience,37.0,-7.439765722230169
finishes,9.0,-8.853459057538174
timelines,20.0,-8.054951361320402
retirement,75.0,-6.733195521338083
inflow,10.0,-8.748098541880347
nyc,268.0,-5.459696654363537
protecting,35.0,-7.49533557338498
jealous,8.0,-8.971242093194558
florida,168.0,-5.9267196554711346
succeed,421.0,-5.008050801192012
valid,49.0,-7.158863336763767
color,151.0,-6.033403798059469
justin,243.0,-5.557622191533845
7.5,7.0,-9.10477348581908
portfolium.com,6.0,-9.25892416564634
winfield,7.0,-9.10477348581908
swarovski,7.0,-9.10477348581908
cabot,6.0,-9.25892416564634
apoyan,6.0,-9.25892416564634
jumping,42.0,-7.313014016591025
barberstephen46,7.0,-9.10477348581908
discription,11.0,-8.652788362076024
60000,11.0,-8.652788362076024
sigue,7.0,-9.10477348581908
hoop,11.0,-8.652788362076024
husk,6.0,-9.25892416564634
aka,36.0,-7.467164696418283
ou,27.0,-7.754846768870065
disponible,28.0,-7.71847912469919
blown,31.0,-7.616696430389248
sebisaho,6.0,-9.25892416564634
periscope,17.0,-8.217470290818177
alpaca,13.0,-8.485734277412858
mcmahon,10.0,-8.748098541880347
dull,7.0,-9.10477348581908
jumbled,7.0,-9.10477348581908
wed,180.0,-5.857726783984184
orderly,9.0,-8.853459057538174
periods,20.0,-8.054951361320402
haircut,8.0,-8.971242093194558
calculator,31.0,-7.616696430389248
rena,9.0,-8.853459057538174
urbanmatrix,8.0,-8.971242093194558
paralegal,13.0,-8.485734277412858
37,18.0,-8.160311876978229
swimwear,18.0,-8.160311876978229
mails,40.0,-7.3618041807604575
miguel,46.0,-7.222042238385299
reminded,18.0,-8.160311876978229
wifi,29.0,-7.68338780488792
ally,7.0,-9.10477348581908
banner,54.0,-7.06169958831012
lingual,11.0,-8.652788362076024
tempted,10.0,-8.748098541880347
advice,3779.0,-2.813468931524905
youtube,336.0,-5.233572474911189
anthony,529.0,-4.779695203016095
augustyniak,7.0,-9.10477348581908
limit,166.0,-5.9386958465178505
improvement,253.0,-5.517294146146874
arkansas,10.0,-8.748098541880347
clothes,159.0,-5.981779432654162
210,15.0,-8.342633433772184
allies,7.0,-9.10477348581908
pocas,8.0,-8.971242093194558
cr,7.0,-9.10477348581908
garrett,13.0,-8.485734277412858
andreyah,7.0,-9.10477348581908
guesses,6.0,-9.25892416564634
crap,12.0,-8.565776985086394
61,9.0,-8.853459057538174
dad's,7.0,-9.10477348581908
toluwanimi,6.0,-9.25892416564634
danmark,7.0,-9.10477348581908
geared,79.0,-6.681235782407373
threatening,11.0,-8.652788362076024
berkeley,21.0,-8.006161197150972
cool,248.0,-5.537254888709412
emergencies,25.0,-7.831807810006193
kiser,9.0,-8.853459057538174
reported,15.0,-8.342633433772184
besieged,10.0,-8.748098541880347
era,30.0,-7.649486253212238
struck,34.0,-7.524323110258233
rajiv,9.0,-8.853459057538174
www.the,17.0,-8.217470290818177
party's,7.0,-9.10477348581908
corny,6.0,-9.25892416564634
courses,329.0,-5.254625884109022
apprenticeship,17.0,-8.217470290818177
reveal,10.0,-8.748098541880347
behaviours,6.0,-9.25892416564634
mbe,13.0,-8.485734277412858
comprehension,13.0,-8.485734277412858
brightest,6.0,-9.25892416564634
matthew,199.0,-5.757378810149901
honda,6.0,-9.25892416564634
rutgers,18.0,-8.160311876978229
10000,30.0,-7.649486253212238
tasha,30.0,-7.649486253212238
decent,149.0,-6.046737328928935
diary,22.0,-7.959641181516078
purple,10.0,-8.748098541880347
yeah,162.0,-5.96308729964201
fund,418.0,-5.015202202349638
deadly,8.0,-8.971242093194558
0079,9.0,-8.853459057538174
warning,26.0,-7.792587096852912
gartner,7.0,-9.10477348581908
catriona,35.0,-7.49533557338498
openings,27.0,-7.754846768870065
cordial,13.0,-8.485734277412858
makerspace,9.0,-8.853459057538174
hardware,72.0,-6.774017515858338
virgin,24.0,-7.872629804526448
closer,144.0,-6.0808703352983935
uploads,15.0,-8.342633433772184
unlimited,42.0,-7.313014016591025
belive,14.0,-8.411626305259135
duro,6.0,-9.25892416564634
rave,6.0,-9.25892416564634
dime,39.0,-7.387121988744747
midst,41.0,-7.337111568170086
heels,13.0,-8.485734277412858
petre,10.0,-8.748098541880347
mauricio,20.0,-8.054951361320402
permanently,14.0,-8.411626305259135
ecológicos,7.0,-9.10477348581908
stop,319.0,-5.285492532089549
sept,39.0,-7.387121988744747
titles,31.0,-7.616696430389248
spares,6.0,-9.25892416564634
salespeople,12.0,-8.565776985086394
attended,71.0,-6.788003757833079
vendor,150.0,-6.040048340778138
davembourke,8.0,-8.971242093194558
pereiro,6.0,-9.25892416564634
migrate,9.0,-8.853459057538174
camille,20.0,-8.054951361320402
cement,10.0,-8.748098541880347
iim,11.0,-8.652788362076024
packer,10.0,-8.748098541880347
pod,6.0,-9.25892416564634
science.i,11.0,-8.652788362076024
selassie,28.0,-7.71847912469919
karl,12.0,-8.565776985086394
tp,6.0,-9.25892416564634
4270,10.0,-8.748098541880347
argument,18.0,-8.160311876978229
kevinkimick,21.0,-8.006161197150972
superstar,8.0,-8.971242093194558
ring,80.0,-6.668657000200512
allied,21.0,-8.006161197150972
attainable,43.0,-7.289483519180831
monsey,6.0,-9.25892416564634
timothy,9.0,-8.853459057538174
resource,304.0,-5.333655933468172
stumble,16.0,-8.278094912634613
amex,6.0,-9.25892416564634
bsc,21.0,-8.006161197150972
scottsdale,9.0,-8.853459057538174
vivian,54.0,-7.06169958831012
freedom,83.0,-6.631843027077796
antonelli,8.0,-8.971242093194558
producing,214.0,-5.684707619852542
6,1565.0,-3.6950425319001403
vegetarian,14.0,-8.411626305259135
971.813.8333,10.0,-8.748098541880347
hemorrhaging,7.0,-9.10477348581908
subcontractors,25.0,-7.831807810006193
ships,13.0,-8.485734277412858
weaknesses,141.0,-6.101923744496226
imranov,9.0,-8.853459057538174
nursery,20.0,-8.054951361320402
ten,134.0,-6.152843834923482
6.30,12.0,-8.565776985086394
easier,721.0,-4.470044497589445
leave,500.0,-4.836075536452202
pagina,17.0,-8.217470290818177
years.we,8.0,-8.971242093194558
missing,266.0,-5.467187326092695
tribe,11.0,-8.652788362076024
www.bababox.org,7.0,-9.10477348581908
netherlands,32.0,-7.584947732074667
deposit,49.0,-7.158863336763767
federally,7.0,-9.10477348581908
sailor,6.0,-9.25892416564634
majdi,8.0,-8.971242093194558
1699,9.0,-8.853459057538174
hola,437.0,-4.970750439778803
graduation,44.0,-7.266494000956133
solid,550.0,-4.740765356647877
e.g,174.0,-5.891628335659865
feel,4776.0,-2.5793249798019557
yimei,17.0,-8.217470290818177
paperwork,103.0,-6.415954646644758
afield,6.0,-9.25892416564634
call,5816.0,-2.3823156156610388
15yrs,9.0,-8.853459057538174
implement,331.0,-5.248565259497331
notify,47.0,-7.200536033164335
conversing,54.0,-7.06169958831012
rebuilding,31.0,-7.616696430389248
521,11.0,-8.652788362076024
sandy,25.0,-7.831807810006193
stagnant,27.0,-7.754846768870065
apprentice,20.0,-8.054951361320402
tess,19.0,-8.106244655707954
openly,11.0,-8.652788362076024
fueran,6.0,-9.25892416564634
rockson,9.0,-8.853459057538174
1358,16.0,-8.278094912634613
servers,33.0,-7.5541760734079135
lancer,15.0,-8.342633433772184
there're,8.0,-8.971242093194558
spoken,110.0,-6.350203269081978
internacionales,10.0,-8.748098541880347
browser,41.0,-7.337111568170086
specific,1581.0,-3.6848707976649218
barrel,6.0,-9.25892416564634
kg,10.0,-8.748098541880347
repairing,7.0,-9.10477348581908
generic,58.0,-6.990240624327974
definido,6.0,-9.25892416564634
alzheimer's,6.0,-9.25892416564634
vital,73.0,-6.760224193726002
qid,13.0,-8.485734277412858
deidra,8.0,-8.971242093194558
marc,103.0,-6.415954646644758
player,61.0,-6.939809770701083
mejores,7.0,-9.10477348581908
fridge,9.0,-8.853459057538174
brains,25.0,-7.831807810006193
pamela,50.0,-7.138660629446248
primer,14.0,-8.411626305259135
switch,146.0,-6.067077013166057
worth,451.0,-4.939216295371716
argentine,9.0,-8.853459057538174
archive,21.0,-8.006161197150972
gentleman,16.0,-8.278094912634613
702,44.0,-7.266494000956133
anticipate,61.0,-6.939809770701083
object,16.0,-8.278094912634613
statistic,6.0,-9.25892416564634
elliot,55.0,-7.043350449641923
nairobi,51.0,-7.118858002150068
egypt,31.0,-7.616696430389248
artie,12.0,-8.565776985086394
structuring,93.0,-6.518084141721138
2697,23.0,-7.9151894189452445
surveyed,9.0,-8.853459057538174
aligned,66.0,-6.861028892847968
moist,6.0,-9.25892416564634
pet,124.0,-6.230402069269357
nv,10.0,-8.748098541880347
clears,9.0,-8.853459057538174
cane,13.0,-8.485734277412858
subcontractor,17.0,-8.217470290818177
discharge,8.0,-8.971242093194558
tablets,16.0,-8.278094912634613
komisar,6.0,-9.25892416564634
dominique,15.0,-8.342633433772184
invernaderos,6.0,-9.25892416564634
reminds,9.0,-8.853459057538174
10mn,6.0,-9.25892416564634
trimming,6.0,-9.25892416564634
vicki,56.0,-7.0253319441392446
aunque,23.0,-7.9151894189452445
900,26.0,-7.792587096852912
headed,33.0,-7.5541760734079135
database,159.0,-5.981779432654162
completed,365.0,-5.150786281291903
cloud,119.0,-6.271560141762865
262,11.0,-8.652788362076024
bid,71.0,-6.788003757833079
barraza,26.0,-7.792587096852912
forwarder,13.0,-8.485734277412858
ujjwal,6.0,-9.25892416564634
megan,52.0,-7.099439916292966
comic,19.0,-8.106244655707954
proud,102.0,-6.425710821590123
hp,47.0,-7.200536033164335
alek,27.0,-7.754846768870065
film,107.0,-6.3778548004124875
visitor,33.0,-7.5541760734079135
recruiter,35.0,-7.49533557338498
cuentas,14.0,-8.411626305259135
moments,110.0,-6.350203269081978
70,119.0,-6.271560141762865
assessing,38.0,-7.413097475148008
rossum,9.0,-8.853459057538174
consultancies,8.0,-8.971242093194558
metadata,6.0,-9.25892416564634
combo,12.0,-8.565776985086394
jasonlechung,14.0,-8.411626305259135
cove,10.0,-8.748098541880347
betting,6.0,-9.25892416564634
repairs,70.0,-6.802188392825035
bothering,8.0,-8.971242093194558
dialed,6.0,-9.25892416564634
turf,18.0,-8.160311876978229
charger,6.0,-9.25892416564634
kfc,12.0,-8.565776985086394
donated,25.0,-7.831807810006193
closes,18.0,-8.160311876978229
layer,22.0,-7.959641181516078
freeing,8.0,-8.971242093194558
relevance,14.0,-8.411626305259135
actuellement,9.0,-8.853459057538174
finalist,9.0,-8.853459057538174
toilets,7.0,-9.10477348581908
premature,7.0,-9.10477348581908
jeans,10.0,-8.748098541880347
bucket,11.0,-8.652788362076024
rick,190.0,-5.803659562713908
day's,8.0,-8.971242093194558
acheive,6.0,-9.25892416564634
awards,42.0,-7.313014016591025
ahmed,64.0,-6.891800551514722
spiritually,10.0,-8.748098541880347
wash,18.0,-8.160311876978229
colton,7.0,-9.10477348581908
surprises,13.0,-8.485734277412858
malware,6.0,-9.25892416564634
impression,111.0,-6.341153433562059
341,10.0,-8.748098541880347
nicaragua,7.0,-9.10477348581908
effectiveness,39.0,-7.387121988744747
highway,9.0,-8.853459057538174
expedia,16.0,-8.278094912634613
manhattan,67.0,-6.845991015483428
2000,96.0,-6.486335443406557
tam,6.0,-9.25892416564634
priced,83.0,-6.631843027077796
prusty,14.0,-8.411626305259135
gauge,37.0,-7.439765722230169
scrap,9.0,-8.853459057538174
scroll,35.0,-7.49533557338498
hackers,6.0,-9.25892416564634
funny,79.0,-6.681235782407373
document,264.0,-5.474734531728077
lms,35.0,-7.49533557338498
encouragement,85.0,-6.6080323783840775
satkhira,10.0,-8.748098541880347
solicitors,9.0,-8.853459057538174
lakela,7.0,-9.10477348581908
dealt,72.0,-6.774017515858338
merger,13.0,-8.485734277412858
butt,6.0,-9.25892416564634
feast,7.0,-9.10477348581908
seeds,25.0,-7.831807810006193
votes,9.0,-8.853459057538174
handled,35.0,-7.49533557338498
torres,16.0,-8.278094912634613
earlier,325.0,-5.266858452544656
ridiculously,7.0,-9.10477348581908
tova,13.0,-8.485734277412858
val,23.0,-7.9151894189452445
battle,35.0,-7.49533557338498
chuck,23.0,-7.9151894189452445
sasha,13.0,-8.485734277412858
ponds,10.0,-8.748098541880347
sparks,19.0,-8.106244655707954
introduccion,9.0,-8.853459057538174
djenebou,6.0,-9.25892416564634
relaxed,15.0,-8.342633433772184
pardon,27.0,-7.754846768870065
remoy,11.0,-8.652788362076024
multi,172.0,-5.903189158060941
nurses,38.0,-7.413097475148008
rendered,9.0,-8.853459057538174
acosta,64.0,-6.891800551514722
crore,6.0,-9.25892416564634
consume,41.0,-7.337111568170086
neighborhood,88.0,-6.573346820396187
herramientas,12.0,-8.565776985086394
vi,32.0,-7.584947732074667
africa,499.0,-4.838077539122875
domaine,10.0,-8.748098541880347
keenly,12.0,-8.565776985086394
feature,144.0,-6.0808703352983935
highly,460.0,-4.919457145391253
kine,11.0,-8.652788362076024
dns,10.0,-8.748098541880347
one’s,6.0,-9.25892416564634
729,7.0,-9.10477348581908
interfaces,10.0,-8.748098541880347
proceeds,29.0,-7.68338780488792
seguro,16.0,-8.278094912634613
jeridi,7.0,-9.10477348581908
32,34.0,-7.524323110258233
matthias,6.0,-9.25892416564634
benny,10.0,-8.748098541880347
1398,8.0,-8.971242093194558
compensated,16.0,-8.278094912634613
hayley,21.0,-8.006161197150972
zone,398.0,-5.0642316295899565
329,7.0,-9.10477348581908
sanchez,16.0,-8.278094912634613
promos,6.0,-9.25892416564634
connect,2874.0,-3.0872235682354234
geno,21.0,-8.006161197150972
llc's,25.0,-7.831807810006193
huff,9.0,-8.853459057538174
neglected,19.0,-8.106244655707954
infringing,8.0,-8.971242093194558
careful,82.0,-6.643964387610141
alliances,17.0,-8.217470290818177
size,333.0,-5.24254114489395
comercio,9.0,-8.853459057538174
blanket,9.0,-8.853459057538174
varias,17.0,-8.217470290818177
joseph,188.0,-5.814241672044445
learned,455.0,-4.930386215923443
fears,43.0,-7.289483519180831
devil,8.0,-8.971242093194558
shorter,27.0,-7.754846768870065
adopted,26.0,-7.792587096852912
hammer,11.0,-8.652788362076024
homes,181.0,-5.852186603608568
stagnation,7.0,-9.10477348581908
copyrighted,8.0,-8.971242093194558
strain,10.0,-8.748098541880347
parent,65.0,-6.8762963649787565
zip,35.0,-7.49533557338498
heath,14.0,-8.411626305259135
hagas,9.0,-8.853459057538174
becca,7.0,-9.10477348581908
873,6.0,-9.25892416564634
tbilisi,11.0,-8.652788362076024
lyft,13.0,-8.485734277412858
amil,6.0,-9.25892416564634
4841,21.0,-8.006161197150972
у,6.0,-9.25892416564634
stronger,110.0,-6.350203269081978
formalized,6.0,-9.25892416564634
charlie,24.0,-7.872629804526448
derived,25.0,-7.831807810006193
break,340.0,-5.221738017264187
final,193.0,-5.787993445969509
shail,52.0,-7.099439916292966
inappropriate,8.0,-8.971242093194558
eliminate,48.0,-7.179482623966503
woods,18.0,-8.160311876978229
prime,45.0,-7.244021145104074
223,6.0,-9.25892416564634
cierto,11.0,-8.652788362076024
conmigo,14.0,-8.411626305259135
cookie,19.0,-8.106244655707954
hike,7.0,-9.10477348581908
legacy,23.0,-7.9151894189452445
souvenirs,14.0,-8.411626305259135
eine,11.0,-8.652788362076024
scary,46.0,-7.222042238385299
improved,105.0,-6.39672328471687
repeat,142.0,-6.094856577273133
temp,25.0,-7.831807810006193
320,10.0,-8.748098541880347
renowned,25.0,-7.831807810006193
interactivity,6.0,-9.25892416564634
housing,76.0,-6.719950294588062
gospel,14.0,-8.411626305259135
drawing,69.0,-6.8165771302771345
doggy,8.0,-8.971242093194558
fifa,7.0,-9.10477348581908
tuesday,861.0,-4.292589130446663
rene,23.0,-7.9151894189452445
meetup,36.0,-7.467164696418283
yellowpages,8.0,-8.971242093194558
restructure,19.0,-8.106244655707954
dip,9.0,-8.853459057538174
regional,65.0,-6.8762963649787565
tt,17.0,-8.217470290818177
nailed,28.0,-7.71847912469919
we’re,51.0,-7.118858002150068
pave,7.0,-9.10477348581908
maths,10.0,-8.748098541880347
elizabeth,200.0,-5.752366268326357
standstill,11.0,-8.652788362076024
pants,15.0,-8.342633433772184
karin,17.0,-8.217470290818177
that'll,20.0,-8.054951361320402
sylvie,7.0,-9.10477348581908
caused,52.0,-7.099439916292966
certificates,24.0,-7.872629804526448
hmrc,13.0,-8.485734277412858
enterprise,423.0,-5.003311455828116
sculptures,9.0,-8.853459057538174
aston,7.0,-9.10477348581908
metro,31.0,-7.616696430389248
ken,333.0,-5.24254114489395
tricky,63.0,-6.907548908482861
prof,12.0,-8.565776985086394
pub,11.0,-8.652788362076024
cottage,61.0,-6.939809770701083
shipments,16.0,-8.278094912634613
removing,40.0,-7.3618041807604575
elaine,10.0,-8.748098541880347
walmart,43.0,-7.289483519180831
pryor,6.0,-9.25892416564634
ethiopia,13.0,-8.485734277412858
conference,275.0,-5.4339125372078225
hep,28.0,-7.71847912469919
87,8.0,-8.971242093194558
mailers,8.0,-8.971242093194558
pedir,6.0,-9.25892416564634
bien,113.0,-6.323295816162053
jana,13.0,-8.485734277412858
earl,8.0,-8.971242093194558
items,606.0,-4.643803648805079
entries,14.0,-8.411626305259135
knocked,11.0,-8.652788362076024
я,10.0,-8.748098541880347
marching,10.0,-8.748098541880347
distinguish,20.0,-8.054951361320402
plumbing,26.0,-7.792587096852912
hannah,74.0,-6.746618541670224
interpret,16.0,-8.278094912634613
silver,31.0,-7.616696430389248
8292,12.0,-8.565776985086394
gotcha,7.0,-9.10477348581908
ashok,13.0,-8.485734277412858
parks,17.0,-8.217470290818177
pushes,9.0,-8.853459057538174
348,8.0,-8.971242093194558
ascertain,20.0,-8.054951361320402
compensation,72.0,-6.774017515858338
occurs,26.0,-7.792587096852912
waves,6.0,-9.25892416564634
cake,40.0,-7.3618041807604575
d'une,13.0,-8.485734277412858
posts,159.0,-5.981779432654162
punch,12.0,-8.565776985086394
disable,10.0,-8.748098541880347
upgraded,14.0,-8.411626305259135
mercer,8.0,-8.971242093194558
ralph,6.0,-9.25892416564634
divorce,75.0,-6.733195521338083
doug,67.0,-6.845991015483428
brianna,6.0,-9.25892416564634
till,277.0,-5.426666128687056
www.tariqsp.in,10.0,-8.748098541880347
skillsets,12.0,-8.565776985086394
kezia,6.0,-9.25892416564634
inquiry,113.0,-6.323295816162053
909,8.0,-8.971242093194558
majid,28.0,-7.71847912469919
wilkins,6.0,-9.25892416564634
ocean,32.0,-7.584947732074667
booths,9.0,-8.853459057538174
microphone,8.0,-8.971242093194558
empezar,59.0,-6.9731461909686745
couture,8.0,-8.971242093194558
trinna,6.0,-9.25892416564634
721,8.0,-8.971242093194558
recovery,45.0,-7.244021145104074
strategic,487.0,-4.862419511791804
howard,102.0,-6.425710821590123
norman,19.0,-8.106244655707954
ton,153.0,-6.020245713481958
ford,28.0,-7.71847912469919
yeh,6.0,-9.25892416564634
insist,11.0,-8.652788362076024
vicky,25.0,-7.831807810006193
sudipt,10.0,-8.748098541880347
fair,217.0,-5.6707862813339345
sec,10.0,-8.748098541880347
descript,8.0,-8.971242093194558
drives,55.0,-7.043350449641923
quietly,7.0,-9.10477348581908
soo,18.0,-8.160311876978229
36,62.0,-6.9235492498293025
melissa,306.0,-5.327098532922013
valentine's,6.0,-9.25892416564634
shopped,9.0,-8.853459057538174
loyalty,91.0,-6.539824128357544
750,21.0,-8.006161197150972
splash,14.0,-8.411626305259135
verse,9.0,-8.853459057538174
shaking,7.0,-9.10477348581908
qualification,25.0,-7.831807810006193
facil,6.0,-9.25892416564634
fleary,6.0,-9.25892416564634
liliana,7.0,-9.10477348581908
sites,553.0,-4.735325633352059
admits,8.0,-8.971242093194558
tension,7.0,-9.10477348581908
crisis,43.0,-7.289483519180831
physics,11.0,-8.652788362076024
fragrances,8.0,-8.971242093194558
mum,18.0,-8.160311876978229
5880,7.0,-9.10477348581908
preserved,7.0,-9.10477348581908
gustaría,80.0,-6.668657000200512
skill,378.0,-5.115789439254806
thebohipstian,14.0,-8.411626305259135
rotation,7.0,-9.10477348581908
glasses,15.0,-8.342633433772184
chantal,8.0,-8.971242093194558
905,10.0,-8.748098541880347
patrice,9.0,-8.853459057538174
redfin,6.0,-9.25892416564634
behance,7.0,-9.10477348581908
2011,89.0,-6.562047265142254
ves,8.0,-8.971242093194558
malik,20.0,-8.054951361320402
climbing,19.0,-8.106244655707954
marino,6.0,-9.25892416564634
parallels,8.0,-8.971242093194558
displace,20.0,-8.054951361320402
ruin,8.0,-8.971242093194558
linked,251.0,-5.52523069574261
501,72.0,-6.774017515858338
retos,11.0,-8.652788362076024
fairly,363.0,-5.156280800609543
clarke,24.0,-7.872629804526448
hits,52.0,-7.099439916292966
raising,267.0,-5.4634349764741446
nathalie,23.0,-7.9151894189452445
wishful,13.0,-8.485734277412858
public,589.0,-4.672257451222807
informational,36.0,-7.467164696418283
bead,7.0,-9.10477348581908
cities,156.0,-6.000827627624857
creates,99.0,-6.4555637847398035
ill,153.0,-6.020245713481958
sneakysquad,7.0,-9.10477348581908
yan,8.0,-8.971242093194558
deine,6.0,-9.25892416564634
economically,25.0,-7.831807810006193
lloyd,35.0,-7.49533557338498
lanka,44.0,-7.266494000956133
exam,56.0,-7.0253319441392446
semih,50.0,-7.138660629446248
emphasize,29.0,-7.68338780488792
reliability,17.0,-8.217470290818177
quien,25.0,-7.831807810006193
yahoo,26.0,-7.792587096852912
burnout,11.0,-8.652788362076024
educated,84.0,-6.61986683603108
price,990.0,-4.1529786917457585
breaker,6.0,-9.25892416564634
morocco,10.0,-8.748098541880347
regularly,106.0,-6.387244540762326
encompass,7.0,-9.10477348581908
stale,12.0,-8.565776985086394
roman,39.0,-7.387121988744747
pathology,16.0,-8.278094912634613
5176,6.0,-9.25892416564634
hop,80.0,-6.668657000200512
led,132.0,-6.167881712288023
ovex,8.0,-8.971242093194558
trademark,88.0,-6.573346820396187
uber,102.0,-6.425710821590123
ezekiel,9.0,-8.853459057538174
hopeful,123.0,-6.238499279501976
shape,99.0,-6.4555637847398035
marna,17.0,-8.217470290818177
gardner,8.0,-8.971242093194558
affiliation,14.0,-8.411626305259135
debating,20.0,-8.054951361320402
freelancers,70.0,-6.802188392825035
filming,13.0,-8.485734277412858
wastage,9.0,-8.853459057538174
lectures,18.0,-8.160311876978229
lmk,11.0,-8.652788362076024
chased,9.0,-8.853459057538174
aimee,16.0,-8.278094912634613
radios,10.0,-8.748098541880347
comentarios,21.0,-8.006161197150972
ji,6.0,-9.25892416564634
deficit,16.0,-8.278094912634613
rico,19.0,-8.106244655707954
galaxy,12.0,-8.565776985086394
dispuestos,6.0,-9.25892416564634
inherent,10.0,-8.748098541880347
annum,11.0,-8.652788362076024
catalog,20.0,-8.054951361320402
vineyard,11.0,-8.652788362076024
preethi,10.0,-8.748098541880347
magical,8.0,-8.971242093194558
incurring,12.0,-8.565776985086394
yikes,6.0,-9.25892416564634
"30,000",24.0,-7.872629804526448
rahimikamal,7.0,-9.10477348581908
disregarded,13.0,-8.485734277412858
area's,8.0,-8.971242093194558
meme,11.0,-8.652788362076024
button,75.0,-6.733195521338083
falls,52.0,-7.099439916292966
preocupes,9.0,-8.853459057538174
13000,6.0,-9.25892416564634
crimes,6.0,-9.25892416564634
candy,24.0,-7.872629804526448
invention,59.0,-6.9731461909686745
munisekhar,8.0,-8.971242093194558
salinity,10.0,-8.748098541880347
estaria,10.0,-8.748098541880347
wednesdays.and,6.0,-9.25892416564634
tiffani,6.0,-9.25892416564634
abhinav,13.0,-8.485734277412858
patrick,87.0,-6.58477551621981
unstuck,11.0,-8.652788362076024
rotate,6.0,-9.25892416564634
standardized,9.0,-8.853459057538174
resonates,37.0,-7.439765722230169
unnoticed,7.0,-9.10477348581908
281,28.0,-7.71847912469919
disposable,26.0,-7.792587096852912
ellen,111.0,-6.341153433562059
franchisor,7.0,-9.10477348581908
husband’s,51.0,-7.118858002150068
mandar,6.0,-9.25892416564634
midday,8.0,-8.971242093194558
lubna,8.0,-8.971242093194558
rambling,16.0,-8.278094912634613
binghamton,12.0,-8.565776985086394
foxypaint,9.0,-8.853459057538174
colin,30.0,-7.649486253212238
avisas,9.0,-8.853459057538174
voir,8.0,-8.971242093194558
primeros,7.0,-9.10477348581908
pago,8.0,-8.971242093194558
june,235.0,-5.591098120730235
tina,101.0,-6.4355631180331345
organisers,6.0,-9.25892416564634
intelligent,31.0,-7.616696430389248
impossible,113.0,-6.323295816162053
styles,57.0,-7.007632367039844
sources,218.0,-5.6661885720853045
entonces,38.0,-7.413097475148008
dilks,42.0,-7.313014016591025
dancer,11.0,-8.652788362076024
mekaj,18.0,-8.160311876978229
irina,15.0,-8.342633433772184
ashish_bavishi,8.0,-8.971242093194558
estimating,24.0,-7.872629804526448
mediocre,23.0,-7.9151894189452445
cedar,6.0,-9.25892416564634
ximena,61.0,-6.939809770701083
mint,18.0,-8.160311876978229
accordance,9.0,-8.853459057538174
aseem,7.0,-9.10477348581908
ducere,6.0,-9.25892416564634
peace,103.0,-6.415954646644758
keys,28.0,-7.71847912469919
could've,7.0,-9.10477348581908
universal,29.0,-7.68338780488792
force,135.0,-6.145408856435965
soil,25.0,-7.831807810006193
genetic,10.0,-8.748098541880347
clinical,29.0,-7.68338780488792
peak,39.0,-7.387121988744747
given.i,20.0,-8.054951361320402
9231,7.0,-9.10477348581908
explain,467.0,-4.904354377205497
4000,34.0,-7.524323110258233
standpoint,46.0,-7.222042238385299
deciding,103.0,-6.415954646644758
andaman7,8.0,-8.971242093194558
factor,126.0,-6.214401727922915
patt,10.0,-8.748098541880347
operative,9.0,-8.853459057538174
gillian,30.0,-7.649486253212238
posing,6.0,-9.25892416564634
incompetent,10.0,-8.748098541880347
life,1779.0,-3.566876947208559
purpose,373.0,-5.129105215230578
dreaded,6.0,-9.25892416564634
taxation,49.0,-7.158863336763767
recognizing,15.0,-8.342633433772184
romanian,10.0,-8.748098541880347
caitlin,6.0,-9.25892416564634
ripped,12.0,-8.565776985086394
tract,11.0,-8.652788362076024
uno,30.0,-7.649486253212238
bodele,11.0,-8.652788362076024
frequentation,6.0,-9.25892416564634
jamaican,13.0,-8.485734277412858
divyesh,8.0,-8.971242093194558
simply,455.0,-4.930386215923443
telemarketer,7.0,-9.10477348581908
milk,19.0,-8.106244655707954
directions,86.0,-6.596336338620886
dies,6.0,-9.25892416564634
viene,11.0,-8.652788362076024
calendared,7.0,-9.10477348581908
exceeded,6.0,-9.25892416564634
140,18.0,-8.160311876978229
felix,28.0,-7.71847912469919
onwards,22.0,-7.959641181516078
governing,8.0,-8.971242093194558
cleansing,10.0,-8.748098541880347
wouldnt,18.0,-8.160311876978229
september,175.0,-5.88589766095088
daniyar,12.0,-8.565776985086394
guidances,9.0,-8.853459057538174
micromentoring,17.0,-8.217470290818177
paints,7.0,-9.10477348581908
science,217.0,-5.6707862813339345
outdoors,12.0,-8.565776985086394
luigi,10.0,-8.748098541880347
bonding,12.0,-8.565776985086394
